catchment,year,trap_number,date_in,date_out,daysout_number,dryleaf_g,dryother_g,organicleaf_gperm2,organicother_gperm2
33,2000,8,2000-06-26,2000-07-16,21,0.63,4.2,1.02,7.08
33,2000,9,2000-06-26,2000-07-16,21,0.25,1.8,0.41,3.04
33,2000,10,2000-06-26,2000-07-16,21,0.15,0.31,0.24,0.52
33,2000,1,2000-05-30,2000-06-19,21,0.69,7.41,1.12,12.5
33,2000,2,2000-05-30,2000-06-19,21,0.66,11.6,1.07,19.56
33,2000,3,2000-05-30,2000-06-19,21,1.14,4.53,1.85,7.64
33,2000,4,2000-05-30,2000-06-19,21,0.35,0.9,0.57,1.52
33,2000,5,2000-05-30,2000-06-19,21,1.28,1.74,2.08,2.93
33,2000,6,2000-05-30,2000-06-19,21,1.19,1.9,1.93,3.2
33,2000,7,2000-05-30,2000-06-19,21,0.46,4.17,0.75,7.03
33,2000,8,2000-05-30,2000-06-19,21,0.49,3.07,0.8,5.18
33,2000,9,2000-05-30,2000-06-19,21,1.1,3.39,1.78,5.72
33,2000,10,2000-05-30,2000-06-19,21,0.11,2.44,0.18,4.11
33,2000,1,2000-05-16,2000-06-05,21,0.24,6.63,0.39,11.18
33,2000,2,2000-05-16,2000-06-05,21,0.24,2.48,0.39,4.18
33,2000,3,2000-05-16,2000-06-05,21,0.48,2.1,0.78,3.54
33,2000,4,2000-05-16,2000-06-05,21,0.41,1.78,0.67,3
33,2000,5,2000-05-16,2000-06-05,21,0.93,1.52,1.51,2.56
33,2000,6,2000-05-16,2000-06-05,21,0.41,1.79,0.67,3.02
33,2000,7,2000-05-16,2000-06-05,21,0.86,1.74,1.4,2.93
33,2000,8,2000-05-16,2000-06-05,21,0.92,1.05,1.49,1.77
33,2000,9,2000-05-16,2000-06-05,21,0.52,2.52,0.84,4.25
33,2000,10,2000-05-16,2000-06-05,21,0.21,1.88,0.34,3.17
33,2000,1,2000-10-20,2000-11-09,21,3.23,NA,5.24,NA
33,2000,2,2000-10-20,2000-11-09,21,1.51,NA,2.45,NA
33,2000,3,2000-10-20,2000-11-09,21,NA,NA,NA,NA
33,2000,4,2000-10-20,2000-11-09,21,2.23,NA,3.62,NA
33,2000,5,2000-10-20,2000-11-09,21,11.37,NA,18.45,NA
33,2000,6,2000-10-20,2000-11-09,21,14.88,1.39,24.14,2.34
33,2000,7,2000-10-20,2000-11-09,21,2.32,NA,3.76,NA
33,2000,8,2000-10-20,2000-11-09,21,2.5,NA,4.06,NA
33,2000,9,2000-10-20,2000-11-09,21,1.74,5.11,2.82,8.62
33,2000,10,2000-10-20,2000-11-09,21,3.98,3.36,6.46,5.67
33,2000,1,2000-09-29,2000-10-19,21,84.27,1.21,136.74,2.04
33,2000,2,2000-09-29,2000-10-19,21,72.91,0.25,118.31,0.42
33,2000,3,2000-09-29,2000-10-19,21,79.87,NA,129.6,NA
33,2000,4,2000-09-29,2000-10-19,21,58.25,0.1,94.52,0.17
33,2000,5,2000-09-29,2000-10-19,21,64.19,0.11,104.16,0.19
33,2000,6,2000-09-29,2000-10-19,21,63.84,0.52,103.59,0.88
33,2000,7,2000-09-29,2000-10-19,21,57.75,0.05,93.71,0.08
33,2000,8,2000-09-29,2000-10-19,21,56.42,6.62,91.55,11.16
33,2000,9,2000-09-29,2000-10-19,21,78.66,0.83,127.64,1.4
33,2000,10,2000-09-29,2000-10-19,21,64.24,0.07,104.24,0.12
33,2000,1,2000-08-18,2000-09-07,21,10.24,2.26,16.62,3.81
33,2000,2,2000-08-18,2000-09-07,21,3.37,0.12,5.47,0.2
33,2000,3,2000-08-18,2000-09-07,21,8.03,1.11,13.03,1.87
33,2000,4,2000-08-18,2000-09-07,21,4.99,0.16,8.1,0.27
33,2000,5,2000-08-18,2000-09-07,21,7.24,0.55,11.75,0.93
33,2000,6,2000-08-18,2000-09-07,21,18.86,0.47,30.6,0.79
33,2000,7,2000-08-18,2000-09-07,21,14.34,3.65,23.27,6.15
33,2000,8,2000-08-18,2000-09-07,21,19.44,0.34,31.54,0.57
33,2000,9,2000-08-18,2000-09-07,21,4.45,1.54,7.22,2.6
33,2000,10,2000-08-18,2000-09-07,21,4.07,0.38,6.6,0.64
33,2000,1,2000-09-08,2000-09-28,21,20.27,1.08,32.89,1.82
33,2000,2,2000-09-08,2000-09-28,21,15.75,0.84,25.56,1.42
33,2000,3,2000-09-08,2000-09-28,21,22.98,0.75,37.29,1.26
33,2000,4,2000-09-08,2000-09-28,21,23.33,0.52,37.86,0.88
33,2000,5,2000-09-08,2000-09-28,21,20.38,0.11,33.07,0.19
33,2000,6,2000-09-08,2000-09-28,21,33.87,NA,54.96,NA
33,2000,7,2000-09-08,2000-09-28,21,40.86,0.34,66.3,0.57
33,2000,8,2000-09-08,2000-09-28,21,35.71,0.36,57.94,0.61
33,2000,9,2000-09-08,2000-09-28,21,26.05,1.96,42.27,3.31
33,2000,10,2000-09-08,2000-09-28,21,31.45,NA,51.03,NA
34L,1996,1,1996-07-27,1996-08-16,21,0.3429,0.3236,0.5564,0.5457
34L,1996,2,1996-07-27,1996-08-16,21,1.6581,0.9144,2.6905,1.5419
34L,1996,3,1996-07-27,1996-08-16,21,0.7998,0.3653,1.2978,0.616
34L,1996,4,1996-07-27,1996-08-16,21,0.7653,0.5858,1.2418,0.9878
34L,1996,5,1996-07-27,1996-08-16,21,0.7229,0.1081,1.173,0.1823
34L,1996,6,1996-07-27,1996-08-16,21,3.3318,0.1755,5.4063,0.2959
34L,1996,7,1996-07-27,1996-08-16,21,1.6354,0.3683,2.6537,0.6211
34L,1996,8,1996-07-27,1996-08-16,21,0.9254,0.498,1.5016,0.8398
34L,1996,9,1996-07-27,1996-08-16,21,1.3411,0.2848,2.1761,0.4803
34L,1996,10,1996-07-27,1996-08-16,21,1.783,1.475,2.8932,2.4873
34L,1996,1,1996-10-01,1996-10-21,21,72.89,6.7623,118.2743,11.4031
34L,1996,2,1996-10-01,1996-10-21,21,85.57,11.4896,138.8494,19.3746
34L,1996,3,1996-10-01,1996-10-21,21,76.05,18.7122,123.4019,31.5539
34L,1996,4,1996-10-01,1996-10-21,21,78.3,30.0893,127.0528,50.7388
34L,1996,5,1996-10-01,1996-10-21,21,80.96,10.7358,131.3691,18.1035
34L,1996,6,1996-10-01,1996-10-21,21,53.24,4.9439,86.3894,8.3368
34L,1996,7,1996-10-01,1996-10-21,21,65.24,6.6617,105.8611,11.2335
34L,1996,8,1996-10-01,1996-10-21,21,50.94,11.7226,82.6574,19.7675
34L,1996,9,1996-10-01,1996-10-21,21,82.71,8.0559,134.2087,13.5845
34L,1996,10,1996-10-01,1996-10-21,21,83.44,5.9498,135.3932,10.033
34L,1996,1,1996-09-07,1996-09-27,21,4.9966,1.6325,8.1077,2.7528
34L,1996,2,1996-09-07,1996-09-27,21,6.0356,2.4796,9.7936,4.1813
34L,1996,3,1996-09-07,1996-09-27,21,10.0059,0.7874,16.236,1.3278
34L,1996,4,1996-09-07,1996-09-27,21,13.4064,2.1888,21.7538,3.6909
34L,1996,5,1996-09-07,1996-09-27,21,8.1371,0.7447,13.2036,1.2558
34L,1996,6,1996-09-07,1996-09-27,21,14.9559,0.3029,24.2681,0.5108
34L,1996,7,1996-09-07,1996-09-27,21,10.9962,0.443,17.8429,0.747
34L,1996,8,1996-09-07,1996-09-27,21,9.2182,0.7558,14.9578,1.2745
34L,1996,9,1996-09-07,1996-09-27,21,11.6708,0.1659,18.9375,0.2798
34L,1996,10,1996-09-07,1996-09-27,21,9.4807,2.7128,15.3838,4.5745
34L,1996,1,1996-07-09,1996-07-29,21,0.4473,0.8957,0.7258,1.5104
34L,1996,2,1996-07-09,1996-07-29,21,0.3287,1.0243,0.5334,1.7273
34L,1996,3,1996-07-09,1996-07-29,21,0.3401,1.55,0.5519,2.6137
34L,1996,4,1996-07-09,1996-07-29,21,0.2594,1.0454,0.4209,1.7628
34L,1996,5,1996-07-09,1996-07-29,21,0.071,0.5535,0.1152,0.9334
34L,1996,6,1996-07-09,1996-07-29,21,0.1668,0.2372,0.2707,0.4
34L,1996,7,1996-07-09,1996-07-29,21,0.0579,0.392,0.094,0.661
34L,1996,8,1996-07-09,1996-07-29,21,0.2142,0.224,0.3476,0.3777
34L,1996,9,1996-07-09,1996-07-29,21,0.0525,0.1088,0.0852,0.1835
34L,1996,10,1996-07-09,1996-07-29,21,0.5933,0.4561,0.9627,0.7691
34L,1996,1,1996-06-18,1996-07-08,21,2.3948,4.7919,3.8859,8.0805
34L,1996,2,1996-06-18,1996-07-08,21,0.4999,12.3099,0.8112,20.7579
34L,1996,3,1996-06-18,1996-07-08,21,0.2493,2.8811,0.4045,4.8583
34L,1996,4,1996-06-18,1996-07-08,21,0.875,3.3479,1.4198,5.6455
34L,1996,5,1996-06-18,1996-07-08,21,1.4871,8.6942,2.413,14.6608
34L,1996,6,1996-06-18,1996-07-08,21,0.8012,3.2875,1.3001,5.5436
34L,1996,7,1996-06-18,1996-07-08,21,0.2065,3.0704,0.3351,5.1775
34L,1996,8,1996-06-18,1996-07-08,21,0.369,7.6189,0.5988,12.8476
34L,1996,9,1996-06-18,1996-07-08,21,0.6223,1.8796,1.0098,3.1695
34L,1996,10,1996-06-18,1996-07-08,21,0.4414,2.2601,0.7162,3.8111
34L,1996,1,1996-08-20,1996-09-09,21,1.4692,0.8924,2.384,1.5048
34L,1996,2,1996-08-20,1996-09-09,21,1.1916,0.831,1.9335,1.4013
34L,1996,3,1996-08-20,1996-09-09,21,1.6099,3.253,2.6123,5.4855
34L,1996,4,1996-08-20,1996-09-09,21,3.8939,2.5406,6.3184,4.2841
34L,1996,5,1996-08-20,1996-09-09,21,3.2784,2.0611,5.3197,3.4756
34L,1996,6,1996-08-20,1996-09-09,21,7.3681,0.1341,11.9558,0.2261
34L,1996,7,1996-08-20,1996-09-09,21,3.0182,0.921,4.8975,1.5531
34L,1996,8,1996-08-20,1996-09-09,21,2.0318,0.6919,3.2969,1.1667
34L,1996,9,1996-08-20,1996-09-09,21,4.0845,0.7285,6.6277,1.2285
34L,1996,10,1996-08-20,1996-09-09,21,1.5438,1.6683,2.505,2.8132
34L,1997,1,1997-09-20,1997-10-10,21,17.32,1.4725,28.1042,2.483
34L,1997,2,1997-09-20,1997-10-10,21,22.33,0.7728,36.2336,1.3032
34L,1997,3,1997-09-20,1997-10-10,21,20.76,1.1123,33.686,1.8756
34L,1997,4,1997-09-20,1997-10-10,21,26.82,1.3004,43.5192,2.1928
34L,1997,5,1997-09-20,1997-10-10,21,53.18,0.9992,86.2921,1.6849
34L,1997,6,1997-09-20,1997-10-10,21,47.53,2.1531,77.1242,3.6307
34L,1997,7,1997-09-20,1997-10-10,21,34.45,0.7324,55.9,1.235
34L,1997,8,1997-09-20,1997-10-10,21,62.16,0.7871,100.8634,1.3273
34L,1997,9,1997-09-20,1997-10-10,21,40.94,2.3869,66.4309,4.025
34L,1997,10,1997-09-20,1997-10-10,21,63.44,4.6253,102.9404,7.7995
34L,1997,1,1997-06-27,1997-07-17,21,0.4011,0.804,0.6508,1.3558
34L,1997,2,1997-06-27,1997-07-17,21,0.3778,1.1837,0.613,1.996
34L,1997,3,1997-06-27,1997-07-17,21,0.1765,1.1172,0.2864,1.8839
34L,1997,4,1997-06-27,1997-07-17,21,0.2473,1.6604,0.4013,2.7999
34L,1997,5,1997-06-27,1997-07-17,21,0.1341,1.4263,0.2176,2.4051
34L,1997,6,1997-06-27,1997-07-17,21,0.0571,0.9368,0.0927,1.5797
34L,1997,7,1997-06-27,1997-07-17,21,0.0259,0.8007,0.042,1.3502
34L,1997,8,1997-06-27,1997-07-17,21,0.1532,0.6677,0.2486,1.1259
34L,1997,9,1997-06-27,1997-07-17,21,0.4975,0.5714,0.8073,0.9635
34L,1997,10,1997-06-27,1997-07-17,21,0.2204,0.7744,0.3576,1.3059
34L,1997,1,1997-08-30,1997-09-19,21,15.03,22.0519,24.3883,37.1856
34L,1997,2,1997-08-30,1997-09-19,21,18.35,22.4174,29.7755,37.8019
34L,1997,3,1997-08-30,1997-09-19,21,9.28,24.2274,15.0581,40.854
34L,1997,4,1997-08-30,1997-09-19,21,5.6425,24.0963,9.1558,40.633
34L,1997,5,1997-08-30,1997-09-19,21,3.9645,5.5053,6.433,9.2834
34L,1997,6,1997-08-30,1997-09-19,21,6.4095,1.0427,10.4003,1.7583
34L,1997,7,1997-08-30,1997-09-19,21,8.11,13.9084,13.1596,23.4534
34L,1997,8,1997-08-30,1997-09-19,21,22.46,40.6003,36.4445,68.4633
34L,1997,9,1997-08-30,1997-09-19,21,7.87,13.8866,12.7702,23.4166
34L,1997,10,1997-08-30,1997-09-19,21,23.77,50.08,38.5702,84.4486
34L,1997,1,1997-06-06,1997-06-26,21,0.3179,1.8039,0.5158,3.0419
34L,1997,2,1997-06-06,1997-06-26,21,0.0941,2.6707,0.1527,4.5035
34L,1997,3,1997-06-06,1997-06-26,21,0.3483,3.9006,0.5652,6.5775
34L,1997,4,1997-06-06,1997-06-26,21,NA,2.7517,NA,4.6401
34L,1997,5,1997-06-06,1997-06-26,21,0.0911,3.2411,0.1478,5.4654
34L,1997,6,1997-06-06,1997-06-26,21,0.067,1.5061,0.1087,2.5397
34L,1997,7,1997-06-06,1997-06-26,21,0.2668,1.7071,0.4329,2.8786
34L,1997,8,1997-06-06,1997-06-26,21,0.1308,1.1107,0.2122,1.8729
34L,1997,9,1997-06-06,1997-06-26,21,0.5376,1.3125,0.8723,2.2132
34L,1997,10,1997-06-06,1997-06-26,21,0.5962,2.1732,0.9674,3.6646
34L,1997,1,1997-08-09,1997-08-29,21,0.7064,0.8851,1.1462,1.4925
34L,1997,2,1997-08-09,1997-08-29,21,0.764,0.5333,1.2397,0.8993
34L,1997,3,1997-08-09,1997-08-29,21,3.2717,11.3107,5.3088,19.0729
34L,1997,4,1997-08-09,1997-08-29,21,1.8448,5.796,2.9934,9.7736
34L,1997,5,1997-08-09,1997-08-29,21,2.9681,0.8016,4.8162,1.3517
34L,1997,6,1997-08-09,1997-08-29,21,3.1508,0.6339,5.1126,1.0689
34L,1997,7,1997-08-09,1997-08-29,21,1.389,1.0045,2.2538,1.6939
34L,1997,8,1997-08-09,1997-08-29,21,0.7976,0.458,1.2942,0.7723
34L,1997,9,1997-08-09,1997-08-29,21,0.8068,0.5921,1.3091,0.9984
34L,1997,10,1997-08-09,1997-08-29,21,0.9486,1.639,1.5392,2.7638
34L,1997,1,1997-10-11,1997-10-31,21,0.2301,0.0415,0.3734,0.07
34L,1997,2,1997-10-11,1997-10-31,21,1.1034,0.0678,1.7904,0.1143
34L,1997,3,1997-10-11,1997-10-31,21,0.2475,0.0156,0.4016,0.0263
34L,1997,4,1997-10-11,1997-10-31,21,1.2567,0.5611,2.0392,0.9462
34L,1997,5,1997-10-11,1997-10-31,21,0.1591,0.029,0.2582,0.0489
34L,1997,6,1997-10-11,1997-10-31,21,0.7951,0.0343,1.2902,0.0578
34L,1997,7,1997-10-11,1997-10-31,21,0.335,0.0484,0.5436,0.0816
34L,1997,8,1997-10-11,1997-10-31,21,0.9211,0.0716,1.4946,0.1207
34L,1997,9,1997-10-11,1997-10-31,21,1.0443,0.5632,1.6945,0.9497
34L,1997,10,1997-10-11,1997-10-31,21,0.7879,0.0641,1.2785,0.1081
34L,1997,1,1997-05-17,1997-06-06,21,0.1994,0.2785,0.3236,0.4696
34L,1997,2,1997-05-17,1997-06-06,21,0.0996,0.6617,0.1616,1.1158
34L,1997,3,1997-05-17,1997-06-06,21,0.3847,0.5989,0.6242,1.0099
34L,1997,4,1997-05-17,1997-06-06,21,0.0193,1.0037,0.0313,1.6925
34L,1997,5,1997-05-17,1997-06-06,21,0.3501,1.2682,0.5681,2.1385
34L,1997,6,1997-05-17,1997-06-06,21,0.0692,0.586,0.1123,0.9882
34L,1997,7,1997-05-17,1997-06-06,21,0.1616,32.7758,0.2622,55.269
34L,1997,8,1997-05-17,1997-06-06,21,0.127,0.8284,0.2061,1.3969
34L,1997,9,1997-05-17,1997-06-06,21,0.3855,0.3654,0.6255,0.6162
34L,1997,10,1997-05-17,1997-06-06,21,0.452,0.5593,0.7334,0.9431
34L,1997,1,1997-07-18,1997-08-07,21,0.9681,0.9488,1.5709,1.5999
34L,1997,2,1997-07-18,1997-08-07,21,0.3773,0.1139,0.6122,0.1921
34L,1997,3,1997-07-18,1997-08-07,21,0.0504,0.8926,0.0818,1.5052
34L,1997,4,1997-07-18,1997-08-07,21,0.5616,0.888,0.9113,1.4974
34L,1997,5,1997-07-18,1997-08-07,21,0.2277,0.3259,0.3695,0.5496
34L,1997,6,1997-07-18,1997-08-07,21,0.1499,0.3926,0.2432,0.662
34L,1997,7,1997-07-18,1997-08-07,21,0.267,1.0316,0.4332,1.7396
34L,1997,8,1997-07-18,1997-08-07,21,0.1193,1.0719,0.1936,1.8075
34L,1997,9,1997-07-18,1997-08-07,21,0.0359,0.1876,0.0583,0.3163
34L,1997,10,1997-07-18,1997-08-07,21,0.7782,0.2503,1.2627,0.4221
34L,1998,1,1998-08-05,1998-08-25,21,0.7814,NA,1.2679,NA
34L,1998,2,1998-08-05,1998-08-25,21,0.7578,0.0045,1.2296,0.0076
34L,1998,3,1998-08-05,1998-08-25,21,0.4539,0.0122,0.7365,0.0206
34L,1998,4,1998-08-05,1998-08-25,21,0.4751,0.0063,0.7709,0.0106
34L,1998,5,1998-08-05,1998-08-25,21,0.5371,0.0692,0.8715,0.1167
34L,1998,6,1998-08-05,1998-08-25,21,0.2128,0.0488,0.3453,0.0823
34L,1998,7,1998-08-05,1998-08-25,21,0.7619,0.0416,1.2363,0.0701
34L,1998,8,1998-08-05,1998-08-25,21,0.7903,0.2007,1.2824,0.3384
34L,1998,9,1998-08-05,1998-08-25,21,0.112,0.0286,0.1817,0.0482
34L,1998,10,1998-08-05,1998-08-25,21,0.9554,0.2042,1.5503,0.3443
34L,1998,1,1998-07-15,1998-08-04,21,1.2071,0.182,1.9587,0.3069
34L,1998,2,1998-07-15,1998-08-04,21,1.0365,0.7289,1.6819,1.2291
34L,1998,3,1998-07-15,1998-08-04,21,1.4855,9.0178,2.4104,15.2065
34L,1998,4,1998-07-15,1998-08-04,21,2.4282,0.4287,3.9401,0.7229
34L,1998,5,1998-07-15,1998-08-04,21,3.3813,0.1561,5.4866,0.2632
34L,1998,6,1998-07-15,1998-08-04,21,1.1629,0.1039,1.887,0.1752
34L,1998,7,1998-07-15,1998-08-04,21,0.7385,0.0482,1.1983,0.0813
34L,1998,8,1998-07-15,1998-08-04,21,1.7233,0.0792,2.7963,0.1336
34L,1998,9,1998-07-15,1998-08-04,21,3.5559,1.1044,5.77,1.8623
34L,1998,10,1998-07-15,1998-08-04,21,1.7362,6.0586,2.8172,10.2165
34L,1998,1,1998-06-24,1998-07-14,21,0.5104,0.1508,0.8282,0.2543
34L,1998,2,1998-06-24,1998-07-14,21,0.9215,0.0994,1.4953,0.1676
34L,1998,3,1998-06-24,1998-07-14,21,0.5285,0.1485,0.8576,0.2504
34L,1998,4,1998-06-24,1998-07-14,21,1.2396,0.6841,2.0114,1.1536
34L,1998,5,1998-06-24,1998-07-14,21,0.2762,4.2705,0.4482,7.2012
34L,1998,6,1998-06-24,1998-07-14,21,0.7042,0.2367,1.1427,0.3991
34L,1998,7,1998-06-24,1998-07-14,21,0.7245,0.069,1.1756,0.1164
34L,1998,8,1998-06-24,1998-07-14,21,1.0582,0.0333,1.7171,0.0562
34L,1998,9,1998-06-24,1998-07-14,21,0.3122,0.384,0.5066,0.6475
34L,1998,10,1998-06-24,1998-07-14,21,0.6287,0.3836,1.0202,0.6469
34L,1998,1,1998-06-04,1998-06-24,21,0.646,1.0675,1.0482,1.8001
34L,1998,2,1998-06-04,1998-06-24,21,0.5551,1.4568,0.9007,2.4566
34L,1998,3,1998-06-04,1998-06-24,21,1.1182,0.913,1.8144,1.5396
34L,1998,4,1998-06-04,1998-06-24,21,1.4538,1.3755,2.359,2.3195
34L,1998,5,1998-06-04,1998-06-24,21,0.1922,4.3852,0.3119,7.3947
34L,1998,6,1998-06-04,1998-06-24,21,0.7138,1.6664,1.1582,2.81
34L,1998,7,1998-06-04,1998-06-24,21,0.721,0.369,1.1699,0.6222
34L,1998,8,1998-06-04,1998-06-24,21,0.6463,0.4969,1.0487,0.8379
34L,1998,9,1998-06-04,1998-06-24,21,0.6155,0.4429,0.9987,0.7469
34L,1998,10,1998-06-04,1998-06-24,21,0.7155,1.5425,1.161,2.6011
34L,1998,1,1998-05-14,1998-06-03,21,1.3085,1.0923,2.1232,1.8419
34L,1998,2,1998-05-14,1998-06-03,21,0.9103,0.7928,1.4771,1.3369
34L,1998,3,1998-05-14,1998-06-03,21,1.3515,6.6624,2.193,11.2346
34L,1998,4,1998-05-14,1998-06-03,21,1.5949,1.3691,2.588,2.3087
34L,1998,5,1998-05-14,1998-06-03,21,1.1339,2.0739,1.8399,3.4972
34L,1998,6,1998-05-14,1998-06-03,21,3.4345,1.3138,5.573,2.2154
34L,1998,7,1998-05-14,1998-06-03,21,0.9037,1.2733,1.4664,2.1471
34L,1998,8,1998-05-14,1998-06-03,21,0.8985,1.1006,1.4579,1.8559
34L,1998,9,1998-05-14,1998-06-03,21,1.9419,18.4328,3.151,31.0828
34L,1998,10,1998-05-14,1998-06-03,21,4.5419,1.981,7.3699,3.3405
34L,1998,1,1998-10-06,1998-10-26,21,4.5647,0.3984,7.4069,0.6718
34L,1998,2,1998-10-06,1998-10-26,21,2.6183,0.3952,4.2486,0.6664
34L,1998,3,1998-10-06,1998-10-26,21,2.448,0.1948,3.9722,0.3285
34L,1998,4,1998-10-06,1998-10-26,21,5.3391,0.4096,8.6634,0.6907
34L,1998,5,1998-10-06,1998-10-26,21,7.1779,0.0719,11.6472,0.1212
34L,1998,6,1998-10-06,1998-10-26,21,3.7983,0.2452,6.1633,0.4135
34L,1998,7,1998-10-06,1998-10-26,21,5.1689,0.1159,8.3873,0.1954
34L,1998,8,1998-10-06,1998-10-26,21,8.57,1.3717,13.906,2.3131
34L,1998,9,1998-10-06,1998-10-26,21,3.2105,0.4256,5.2095,0.7177
34L,1998,10,1998-10-06,1998-10-26,21,6.54,0.3094,10.6121,0.5217
34L,1998,1,1998-09-16,1998-10-06,21,19.8,0.5585,32.1283,0.9418
34L,1998,2,1998-09-16,1998-10-06,21,30.5,0.9696,49.4906,1.635
34L,1998,3,1998-09-16,1998-10-06,21,16.2,1.7747,26.2868,2.9926
34L,1998,4,1998-09-16,1998-10-06,21,32.145,0.9185,52.1598,1.5488
34L,1998,5,1998-09-16,1998-10-06,21,58.08,2.6295,94.243,4.4341
34L,1998,6,1998-09-16,1998-10-06,21,38.95,0.8294,63.2019,1.3986
34L,1998,7,1998-09-16,1998-10-06,21,26.95,1.4561,43.7302,2.4554
34L,1998,8,1998-09-16,1998-10-06,21,55,5.3839,89.2453,9.0787
34L,1998,9,1998-09-16,1998-10-06,21,48.4,2.9938,78.5358,5.0484
34L,1998,10,1998-09-16,1998-10-06,21,81.23,2.8278,131.8072,4.7684
34L,1998,1,1998-08-25,1998-09-14,21,1.9999,0.474,3.2451,0.7993
34L,1998,2,1998-08-25,1998-09-14,21,2.9249,0.5468,4.7461,0.9221
34L,1998,3,1998-08-25,1998-09-14,21,4.117,0.1774,6.6804,0.2991
34L,1998,4,1998-08-25,1998-09-14,21,4.4835,0.3999,7.2751,0.6743
34L,1998,5,1998-08-25,1998-09-14,21,2.4915,0.3558,4.0428,0.6
34L,1998,6,1998-08-25,1998-09-14,21,3.1838,0.291,5.1662,0.4907
34L,1998,7,1998-08-25,1998-09-14,21,3.1794,0.1819,5.159,0.3067
34L,1998,8,1998-08-25,1998-09-14,21,12.6084,46.9749,20.4589,79.2126
34L,1998,9,1998-08-25,1998-09-14,21,4.3197,0.2117,7.0093,0.357
34L,1998,10,1998-08-25,1998-09-14,21,3.1118,0.3964,5.0493,0.6684
34L,1999,1,1999-10-05,1999-10-25,21,7.7,0.95,12.49,1.6
34L,1999,2,1999-10-05,1999-10-25,21,6.25,2.61,10.14,4.41
34L,1999,3,1999-10-05,1999-10-25,21,6.33,7.7,10.27,12.98
34L,1999,4,1999-10-05,1999-10-25,21,11.9,0.54,19.31,0.91
34L,1999,5,1999-10-05,1999-10-25,21,10.46,1.06,16.97,1.78
34L,1999,6,1999-10-05,1999-10-25,21,8.04,1.08,13.05,1.82
34L,1999,7,1999-10-05,1999-10-25,21,6.93,0.64,11.24,1.08
34L,1999,8,1999-10-05,1999-10-25,21,16.92,1.18,27.46,1.99
34L,1999,9,1999-10-05,1999-10-25,21,11.03,1.93,17.9,3.25
34L,1999,10,1999-10-05,1999-10-25,21,10.79,0.62,17.51,1.05
34L,1999,1,1999-07-31,1999-08-20,21,0.47,0.27,0.76,0.45
34L,1999,2,1999-07-31,1999-08-20,21,1.18,0.36,1.92,0.6
34L,1999,3,1999-07-31,1999-08-20,21,0.34,0.47,0.56,0.78
34L,1999,4,1999-07-31,1999-08-20,21,0.66,0.37,1.06,0.63
34L,1999,5,1999-07-31,1999-08-20,21,0.46,0.34,0.75,0.57
34L,1999,6,1999-07-31,1999-08-20,21,0.84,1.05,1.37,1.78
34L,1999,7,1999-07-31,1999-08-20,21,0.82,0.12,1.33,0.19
34L,1999,8,1999-07-31,1999-08-20,21,0.96,0.59,1.55,1
34L,1999,9,1999-07-31,1999-08-20,21,0.72,0.94,1.16,1.59
34L,1999,10,1999-07-31,1999-08-20,21,0.58,0.68,0.95,1.15
34L,1999,1,1999-07-14,1999-08-03,21,0.59,0.25,0.96,0.43
34L,1999,2,1999-07-14,1999-08-03,21,0.77,0.26,1.24,0.43
34L,1999,3,1999-07-14,1999-08-03,21,1.99,0.37,3.24,0.62
34L,1999,4,1999-07-14,1999-08-03,21,2.67,0.43,4.33,0.73
34L,1999,5,1999-07-14,1999-08-03,21,1.74,0.33,2.82,0.56
34L,1999,6,1999-07-14,1999-08-03,21,1.39,1.62,2.26,2.73
34L,1999,7,1999-07-14,1999-08-03,21,1.29,0.17,2.09,0.29
34L,1999,8,1999-07-14,1999-08-03,21,0.67,0.5,1.08,0.84
34L,1999,9,1999-07-14,1999-08-03,21,0.37,0.49,0.61,0.83
34L,1999,10,1999-07-14,1999-08-03,21,1.79,2.76,2.91,4.66
34L,1999,1,1999-06-22,1999-07-12,21,1.04,5.43,1.69,9.15
34L,1999,2,1999-06-22,1999-07-12,21,0.34,0.06,0.55,0.1
34L,1999,3,1999-06-22,1999-07-12,21,3.52,0.69,5.71,1.16
34L,1999,4,1999-06-22,1999-07-12,21,0.84,0.32,1.36,0.54
34L,1999,5,1999-06-22,1999-07-12,21,0.92,0.52,1.49,0.88
34L,1999,6,1999-06-22,1999-07-12,21,0.47,0.64,0.76,1.07
34L,1999,7,1999-06-22,1999-07-12,21,1.36,0.3,2.21,0.5
34L,1999,8,1999-06-22,1999-07-12,21,3.98,0.79,6.46,1.34
34L,1999,9,1999-06-22,1999-07-12,21,0.67,0.99,1.08,1.67
34L,1999,10,1999-06-22,1999-07-12,21,0.58,4.65,0.95,7.85
34L,1999,1,1999-06-01,1999-06-21,21,0.33,1.02,0.54,1.72
34L,1999,2,1999-06-01,1999-06-21,21,0.5,2.32,0.81,3.91
34L,1999,3,1999-06-01,1999-06-21,21,1.23,1.26,2,2.12
34L,1999,4,1999-06-01,1999-06-21,21,0.27,2.68,0.43,4.52
34L,1999,5,1999-06-01,1999-06-21,21,0.51,1.2,0.83,2.02
34L,1999,6,1999-06-01,1999-06-21,21,0.37,0.72,0.6,1.22
34L,1999,7,1999-06-01,1999-06-21,21,0.3,0.62,0.49,1.05
34L,1999,8,1999-06-01,1999-06-21,21,0.5,0.9,0.81,1.53
34L,1999,9,1999-06-01,1999-06-21,21,0.41,0.49,0.67,0.82
