"year","species","treatment","replicate","abundance"
1996,"Heterocloeon","high",10,0
1996,"Heterocloeon","low",1,0
1996,"Heterocloeon","low",2,0
1996,"Heterocloeon","low",3,0
1996,"Heterocloeon","low",4,0
1996,"Heterocloeon","low",5,0
1996,"Heterocloeon","low",6,0
1996,"Heterocloeon","low",7,0
1996,"Heterocloeon","low",8,0
1996,"Heterocloeon","low",9,0
1996,"Heterocloeon","low",10,0
1996,"Heterocloeon","medium",1,0
1996,"Heterocloeon","medium",2,0
1996,"Heterocloeon","medium",3,0
1996,"Heterocloeon","medium",4,0
1996,"Heterocloeon","medium",5,0
1996,"Heterocloeon","medium",6,0
1996,"Heterocloeon","medium",7,0
1996,"Heterocloeon","medium",8,0
1996,"Heterocloeon","medium",9,0
1996,"Heterocloeon","medium",10,0
1996,"Hexatoma","control",1,0
1996,"Hexatoma","control",2,0
1996,"Hexatoma","control",3,0
1996,"Hexatoma","control",4,0
1996,"Hexatoma","control",5,0
1996,"Hexatoma","control",6,0
1996,"Hexatoma","control",7,0
1996,"Hexatoma","control",8,0
1996,"Hexatoma","control",9,0
1996,"Hexatoma","control",10,0
1996,"Hexatoma","high",1,0
1996,"Hexatoma","high",2,0
1996,"Hexatoma","high",3,0
1996,"Hexatoma","high",4,6
1996,"Hexatoma","high",5,2
1996,"Hexatoma","high",6,2
1996,"Hexatoma","high",7,1
1996,"Hexatoma","high",8,0
1996,"Hexatoma","high",9,0
1996,"Hexatoma","high",10,0
1996,"Hexatoma","low",1,0
1996,"Hexatoma","low",2,0
1996,"Hexatoma","low",3,0
1996,"Hexatoma","low",4,0
1996,"Hexatoma","low",5,0
1996,"Hexatoma","low",6,0
1996,"Hexatoma","low",7,0
1996,"Hexatoma","low",8,0
1996,"Hexatoma","low",9,0
1996,"Hexatoma","low",10,0
1996,"Hexatoma","medium",1,0
1996,"Hexatoma","medium",2,0
1996,"Hexatoma","medium",3,0
1996,"Hexatoma","medium",4,0
1996,"Hexatoma","medium",5,0
1996,"Hexatoma","medium",6,0
1996,"Hexatoma","medium",7,0
1996,"Hexatoma","medium",8,0
1996,"Hexatoma","medium",9,1
1996,"Hexatoma","medium",10,0
1996,"Hydropsychidae","control",1,0
1996,"Hydropsychidae","control",2,0
1996,"Hydropsychidae","control",3,0
1996,"Hydropsychidae","control",4,0
1996,"Hydropsychidae","control",5,0
1996,"Hydropsychidae","control",6,0
1996,"Hydropsychidae","control",7,0
1996,"Hydropsychidae","control",8,0
1996,"Hydropsychidae","control",9,0
1996,"Hydropsychidae","control",10,0
1996,"Hydropsychidae","high",1,0
1996,"Hydropsychidae","high",2,0
1996,"Hydropsychidae","high",3,0
1996,"Hydropsychidae","high",4,0
1996,"Hydropsychidae","high",5,0
1996,"Hydropsychidae","high",6,0
1996,"Hydropsychidae","high",7,1
1996,"Hydropsychidae","high",8,0
1996,"Hydropsychidae","high",9,0
1996,"Hydropsychidae","high",10,0
1996,"Hydropsychidae","low",1,0
1996,"Hydropsychidae","low",2,0
1996,"Hydropsychidae","low",3,0
1996,"Hydropsychidae","low",4,0
1996,"Hydropsychidae","low",5,0
1996,"Hydropsychidae","low",6,0
1996,"Hydropsychidae","low",7,0
1996,"Hydropsychidae","low",8,0
1996,"Hydropsychidae","low",9,0
1996,"Hydropsychidae","low",10,0
1996,"Hydropsychidae","medium",1,1
1996,"Hydropsychidae","medium",2,0
1996,"Hydropsychidae","medium",3,0
1996,"Hydropsychidae","medium",4,0
1996,"Hydropsychidae","medium",5,0
1996,"Hydropsychidae","medium",6,0
1996,"Hydropsychidae","medium",7,0
1996,"Hydropsychidae","medium",8,0
1996,"Hydropsychidae","medium",9,0
1996,"Hydropsychidae","medium",10,0
1996,"Isogenoides","control",1,0
1996,"Isogenoides","control",2,0
1996,"Isogenoides","control",3,0
1996,"Isogenoides","control",4,1
1996,"Isogenoides","control",5,0
1996,"Isogenoides","control",6,0
1996,"Isogenoides","control",7,0
1996,"Isogenoides","control",8,0
1996,"Isogenoides","control",9,0
1996,"Isogenoides","control",10,1
1996,"Isogenoides","high",1,1
1996,"Isogenoides","high",2,2
1996,"Isogenoides","high",3,1
1996,"Isogenoides","high",4,0
1996,"Isogenoides","high",5,2
1996,"Isogenoides","high",6,0
1996,"Isogenoides","high",7,0
1996,"Isogenoides","high",8,0
1996,"Isogenoides","high",9,0
1996,"Isogenoides","high",10,1
1996,"Isogenoides","low",1,0
1996,"Isogenoides","low",2,0
1996,"Isogenoides","low",3,0
1996,"Isogenoides","low",4,0
1996,"Isogenoides","low",5,0
1996,"Isogenoides","low",6,0
1996,"Isogenoides","low",7,0
1996,"Isogenoides","low",8,0
1996,"Isogenoides","low",9,0
1996,"Isogenoides","low",10,0
1996,"Isogenoides","medium",1,2
1996,"Isogenoides","medium",2,0
1996,"Isogenoides","medium",3,0
1996,"Isogenoides","medium",4,0
1996,"Isogenoides","medium",5,0
1996,"Isogenoides","medium",6,0
1996,"Isogenoides","medium",7,0
1996,"Isogenoides","medium",8,0
1996,"Isogenoides","medium",9,1
1996,"Isogenoides","medium",10,1
1996,"Lepidostoma","control",1,6
1996,"Lepidostoma","control",2,8
1996,"Lepidostoma","control",3,4
1996,"Lepidostoma","control",4,1
1996,"Lepidostoma","control",5,19
1996,"Lepidostoma","control",6,0
1996,"Lepidostoma","control",7,1
1996,"Lepidostoma","control",8,3
1996,"Lepidostoma","control",9,0
1996,"Lepidostoma","control",10,4
1996,"Lepidostoma","high",1,1
1996,"Lepidostoma","high",2,0
1996,"Lepidostoma","high",3,2
1996,"Lepidostoma","high",4,0
1996,"Lepidostoma","high",5,1
1996,"Lepidostoma","high",6,3
1996,"Lepidostoma","high",7,0
1996,"Lepidostoma","high",8,2
1996,"Lepidostoma","high",9,4
1996,"Lepidostoma","high",10,1
1996,"Lepidostoma","low",1,0
1996,"Lepidostoma","low",2,1
1996,"Lepidostoma","low",3,5
1996,"Lepidostoma","low",4,0
1996,"Lepidostoma","low",5,0
1996,"Lepidostoma","low",6,4
1996,"Lepidostoma","low",7,4
1996,"Lepidostoma","low",8,4
1996,"Lepidostoma","low",9,0
1996,"Lepidostoma","low",10,1
1996,"Lepidostoma","medium",1,0
1996,"Lepidostoma","medium",2,0
1996,"Lepidostoma","medium",3,0
1996,"Lepidostoma","medium",4,0
1996,"Lepidostoma","medium",5,0
1996,"Lepidostoma","medium",6,1
1996,"Lepidostoma","medium",7,3
1996,"Lepidostoma","medium",8,0
1996,"Lepidostoma","medium",9,0
1996,"Lepidostoma","medium",10,4
1996,"Leptoceridae","control",1,0
1996,"Leptoceridae","control",2,0
1996,"Leptoceridae","control",3,0
1996,"Leptoceridae","control",4,0
1996,"Leptoceridae","control",5,0
1996,"Leptoceridae","control",6,0
1996,"Leptoceridae","control",7,0
1996,"Leptoceridae","control",8,0
1996,"Leptoceridae","control",9,0
1996,"Leptoceridae","control",10,0
1996,"Leptoceridae","high",1,0
1996,"Leptoceridae","high",2,0
1996,"Leptoceridae","high",3,0
1996,"Leptoceridae","high",4,0
1996,"Leptoceridae","high",5,0
1996,"Leptoceridae","high",6,0
1996,"Leptoceridae","high",7,0
1996,"Leptoceridae","high",8,0
1996,"Leptoceridae","high",9,0
1996,"Leptoceridae","high",10,0
1996,"Leptoceridae","low",1,0
1996,"Leptoceridae","low",2,0
1996,"Leptoceridae","low",3,0
1996,"Leptoceridae","low",4,0
1996,"Leptoceridae","low",5,0
1996,"Leptoceridae","low",6,0
1996,"Leptoceridae","low",7,0
1996,"Leptoceridae","low",8,0
1996,"Leptoceridae","low",9,0
1996,"Leptoceridae","low",10,0
1996,"Leptoceridae","medium",1,0
1996,"Leptoceridae","medium",2,0
1996,"Leptoceridae","medium",3,0
1996,"Leptoceridae","medium",4,0
1996,"Leptoceridae","medium",5,0
1996,"Leptoceridae","medium",6,0
1996,"Leptoceridae","medium",7,0
1996,"Leptoceridae","medium",8,0
1996,"Leptoceridae","medium",9,0
1996,"Leptoceridae","medium",10,4
1996,"Leuctra","control",1,24
1996,"Leuctra","control",2,24
1996,"Leuctra","control",3,11
1996,"Leuctra","control",4,6
1996,"Leuctra","control",5,42
1996,"Leuctra","control",6,40
1996,"Leuctra","control",7,15
1996,"Leuctra","control",8,7
1996,"Leuctra","control",9,3
1996,"Leuctra","control",10,44
1996,"Leuctra","high",1,4
1996,"Leuctra","high",2,8
1996,"Leuctra","high",3,10
1996,"Leuctra","high",4,9
1996,"Leuctra","high",5,18
1996,"Leuctra","high",6,20
1996,"Leuctra","high",7,15
1996,"Leuctra","high",8,16
1996,"Leuctra","high",9,27
1996,"Leuctra","high",10,8
1996,"Leuctra","low",1,28
1996,"Leuctra","low",2,3
1996,"Leuctra","low",3,2
1996,"Leuctra","low",4,7
1996,"Leuctra","low",5,6
1996,"Leuctra","low",6,2
1996,"Leuctra","low",7,45
1996,"Leuctra","low",8,5
1996,"Leuctra","low",9,9
1996,"Leuctra","low",10,2
1996,"Leuctra","medium",1,43
1996,"Leuctra","medium",2,35
1996,"Leuctra","medium",3,13
1996,"Leuctra","medium",4,10
1996,"Leuctra","medium",5,3
1996,"Leuctra","medium",6,10
1996,"Leuctra","medium",7,15
1996,"Leuctra","medium",8,9
1996,"Leuctra","medium",9,16
1996,"Leuctra","medium",10,10
1996,"Limnephilidae","control",1,0
1996,"Limnephilidae","control",2,0
1996,"Limnephilidae","control",3,0
1996,"Limnephilidae","control",4,0
1996,"Limnephilidae","control",5,0
1996,"Limnephilidae","control",6,0
1996,"Limnephilidae","control",7,0
1996,"Limnephilidae","control",8,0
1996,"Limnephilidae","control",9,0
1996,"Limnephilidae","control",10,0
1996,"Limnephilidae","high",1,0
1996,"Limnephilidae","high",2,0
1996,"Limnephilidae","high",3,0
1996,"Limnephilidae","high",4,0
1996,"Limnephilidae","high",5,0
1996,"Limnephilidae","high",6,0
1996,"Limnephilidae","high",7,0
1996,"Limnephilidae","high",8,0
1996,"Limnephilidae","high",9,0
1996,"Limnephilidae","high",10,0
1996,"Limnephilidae","low",1,0
1996,"Limnephilidae","low",2,0
1996,"Limnephilidae","low",3,0
1996,"Limnephilidae","low",4,0
1996,"Limnephilidae","low",5,0
1996,"Limnephilidae","low",6,0
1996,"Limnephilidae","low",7,0
1996,"Limnephilidae","low",8,0
1996,"Limnephilidae","low",9,0
1996,"Limnephilidae","low",10,0
1996,"Limnephilidae","medium",1,0
1996,"Limnephilidae","medium",2,0
1996,"Limnephilidae","medium",3,0
1996,"Limnephilidae","medium",4,0
1996,"Limnephilidae","medium",5,0
1996,"Limnephilidae","medium",6,0
1996,"Limnephilidae","medium",7,0
1996,"Limnephilidae","medium",8,0
1996,"Limnephilidae","medium",9,0
1996,"Limnephilidae","medium",10,0
1996,"Molophilus","control",1,1
1996,"Molophilus","control",2,0
1996,"Molophilus","control",3,0
1996,"Molophilus","control",4,0
1996,"Molophilus","control",5,1
1996,"Molophilus","control",6,1
1996,"Molophilus","control",7,0
1996,"Molophilus","control",8,0
1996,"Molophilus","control",9,1
1996,"Molophilus","control",10,3
1996,"Molophilus","high",1,0
1996,"Molophilus","high",2,0
1996,"Molophilus","high",3,4
1996,"Molophilus","high",4,0
1996,"Molophilus","high",5,0
1996,"Molophilus","high",6,0
1996,"Molophilus","high",7,0
1996,"Molophilus","high",8,0
1996,"Molophilus","high",9,1
1996,"Molophilus","high",10,1
1996,"Molophilus","low",1,9
1996,"Molophilus","low",2,1
1996,"Molophilus","low",3,1
1996,"Molophilus","low",4,0
1996,"Molophilus","low",5,0
1996,"Molophilus","low",6,2
1996,"Molophilus","low",7,3
1996,"Molophilus","low",8,0
1996,"Molophilus","low",9,0
1996,"Molophilus","low",10,0
1996,"Molophilus","medium",1,0
1996,"Molophilus","medium",2,1
1996,"Molophilus","medium",3,1
1996,"Molophilus","medium",4,1
1996,"Molophilus","medium",5,0
1996,"Molophilus","medium",6,0
1996,"Molophilus","medium",7,0
1996,"Molophilus","medium",8,0
1996,"Molophilus","medium",9,5
1996,"Molophilus","medium",10,0
1996,"Nemoura","control",1,0
1996,"Nemoura","control",2,1
1996,"Nemoura","control",3,0
1996,"Nemoura","control",4,0
1996,"Nemoura","control",5,2
1996,"Nemoura","control",6,0
1996,"Nemoura","control",7,0
1996,"Nemoura","control",8,0
1996,"Nemoura","control",9,0
1996,"Nemoura","control",10,1
1996,"Nemoura","high",1,0
1996,"Nemoura","high",2,0
1996,"Nemoura","high",3,1
1996,"Nemoura","high",4,0
1996,"Nemoura","high",5,1
1996,"Nemoura","high",6,0
1996,"Nemoura","high",7,0
1996,"Nemoura","high",8,0
1996,"Nemoura","high",9,0
1996,"Nemoura","high",10,0
1996,"Nemoura","low",1,15
1996,"Nemoura","low",2,8
1996,"Nemoura","low",3,0
1996,"Nemoura","low",4,0
1996,"Nemoura","low",5,0
1996,"Nemoura","low",6,21
1996,"Nemoura","low",7,11
1996,"Nemoura","low",8,4
1996,"Nemoura","low",9,8
1996,"Nemoura","low",10,6
1996,"Nemoura","medium",1,0
1996,"Nemoura","medium",2,0
1996,"Nemoura","medium",3,0
1996,"Nemoura","medium",4,0
1996,"Nemoura","medium",5,1
1996,"Nemoura","medium",6,3
1996,"Nemoura","medium",7,1
1996,"Nemoura","medium",8,0
1996,"Nemoura","medium",9,7
1996,"Nemoura","medium",10,2
1996,"Neophylax","control",1,0
1996,"Neophylax","control",2,0
1996,"Neophylax","control",3,1
1996,"Neophylax","control",4,3
1996,"Neophylax","control",5,0
1996,"Neophylax","control",6,0
1996,"Neophylax","control",7,0
1996,"Neophylax","control",8,0
1996,"Neophylax","control",9,2
1996,"Neophylax","control",10,2
1996,"Neophylax","high",1,0
1996,"Neophylax","high",2,0
1996,"Neophylax","high",3,2
1996,"Neophylax","high",4,0
1996,"Neophylax","high",5,0
1996,"Neophylax","high",6,0
1996,"Neophylax","high",7,0
1996,"Neophylax","high",8,1
1996,"Neophylax","high",9,0
1996,"Neophylax","high",10,0
1996,"Neophylax","low",1,0
1996,"Neophylax","low",2,0
1996,"Neophylax","low",3,0
1996,"Neophylax","low",4,0
1996,"Neophylax","low",5,0
1996,"Neophylax","low",6,0
1996,"Neophylax","low",7,0
1996,"Neophylax","low",8,0
1996,"Neophylax","low",9,0
1996,"Neophylax","low",10,0
1996,"Neophylax","medium",1,1
1996,"Neophylax","medium",2,1
1996,"Neophylax","medium",3,15
1996,"Neophylax","medium",4,1
1996,"Neophylax","medium",5,1
1996,"Neophylax","medium",6,3
1996,"Neophylax","medium",7,4
1996,"Neophylax","medium",8,0
1996,"Neophylax","medium",9,0
1996,"Neophylax","medium",10,7
1996,"Onocosmoecus","control",1,0
1996,"Onocosmoecus","control",2,0
1996,"Onocosmoecus","control",3,0
1996,"Onocosmoecus","control",4,0
1996,"Onocosmoecus","control",5,0
1996,"Onocosmoecus","control",6,0
1996,"Onocosmoecus","control",7,0
1996,"Onocosmoecus","control",8,0
1996,"Onocosmoecus","control",9,0
1996,"Onocosmoecus","control",10,0
1996,"Onocosmoecus","high",1,0
1996,"Onocosmoecus","high",2,0
1996,"Onocosmoecus","high",3,1
1996,"Onocosmoecus","high",4,0
1996,"Onocosmoecus","high",5,0
1996,"Onocosmoecus","high",6,0
1996,"Onocosmoecus","high",7,0
1996,"Onocosmoecus","high",8,1
1996,"Onocosmoecus","high",9,0
1996,"Onocosmoecus","high",10,0
1996,"Onocosmoecus","low",1,0
1996,"Onocosmoecus","low",2,0
1996,"Onocosmoecus","low",3,0
1996,"Onocosmoecus","low",4,0
1996,"Onocosmoecus","low",5,0
1996,"Onocosmoecus","low",6,0
1996,"Onocosmoecus","low",7,0
1996,"Onocosmoecus","low",8,0
1996,"Onocosmoecus","low",9,0
1996,"Onocosmoecus","low",10,0
1996,"Onocosmoecus","medium",1,0
1996,"Onocosmoecus","medium",2,0
1996,"Onocosmoecus","medium",3,0
1996,"Onocosmoecus","medium",4,0
1996,"Onocosmoecus","medium",5,1
1996,"Onocosmoecus","medium",6,0
1996,"Onocosmoecus","medium",7,0
1996,"Onocosmoecus","medium",8,0
1996,"Onocosmoecus","medium",9,0
1996,"Onocosmoecus","medium",10,1
1996,"Oreogeton","control",1,2
1996,"Oreogeton","control",2,1
1996,"Oreogeton","control",3,0
1996,"Oreogeton","control",4,0
1996,"Oreogeton","control",5,5
1996,"Oreogeton","control",6,3
1996,"Oreogeton","control",7,1
1996,"Oreogeton","control",8,4
1996,"Oreogeton","control",9,0
1996,"Oreogeton","control",10,2
1996,"Oreogeton","high",1,0
1996,"Oreogeton","high",2,2
1996,"Oreogeton","high",3,7
1996,"Oreogeton","high",4,2
1996,"Oreogeton","high",5,0
1996,"Oreogeton","high",6,0
1996,"Oreogeton","high",7,1
1996,"Oreogeton","high",8,0
1996,"Oreogeton","high",9,0
1996,"Oreogeton","high",10,0
1996,"Oreogeton","low",1,0
1996,"Oreogeton","low",2,1
1996,"Oreogeton","low",3,1
1996,"Oreogeton","low",4,0
1996,"Oreogeton","low",5,0
1996,"Oreogeton","low",6,0
1996,"Oreogeton","low",7,1
1996,"Oreogeton","low",8,1
1996,"Oreogeton","low",9,1
1996,"Oreogeton","low",10,0
1996,"Oreogeton","medium",1,0
1996,"Oreogeton","medium",2,0
1996,"Oreogeton","medium",3,0
1996,"Oreogeton","medium",4,0
1996,"Oreogeton","medium",5,0
1996,"Oreogeton","medium",6,2
1996,"Oreogeton","medium",7,0
1996,"Oreogeton","medium",8,0
1996,"Oreogeton","medium",9,1
1996,"Oreogeton","medium",10,0
1996,"Paracapnia","control",1,0
1996,"Paracapnia","control",2,0
1996,"Paracapnia","control",3,0
1996,"Paracapnia","control",4,0
1996,"Paracapnia","control",5,0
1996,"Paracapnia","control",6,0
1996,"Paracapnia","control",7,0
1996,"Paracapnia","control",8,0
1996,"Paracapnia","control",9,0
1996,"Paracapnia","control",10,0
1996,"Paracapnia","high",1,0
1996,"Paracapnia","high",2,0
1996,"Paracapnia","high",3,0
1996,"Paracapnia","high",4,0
1996,"Paracapnia","high",5,0
1996,"Paracapnia","high",6,0
1996,"Paracapnia","high",7,0
1996,"Paracapnia","high",8,0
1996,"Paracapnia","high",9,0
1996,"Paracapnia","high",10,0
1996,"Paracapnia","low",1,0
1996,"Paracapnia","low",2,0
1996,"Paracapnia","low",3,0
1996,"Paracapnia","low",4,0
1996,"Paracapnia","low",5,0
1996,"Paracapnia","low",6,0
1996,"Paracapnia","low",7,0
1996,"Paracapnia","low",8,0
1996,"Paracapnia","low",9,0
1996,"Paracapnia","low",10,0
1996,"Paracapnia","medium",1,0
1996,"Paracapnia","medium",2,0
1996,"Paracapnia","medium",3,0
1996,"Paracapnia","medium",4,0
1996,"Paracapnia","medium",5,0
1996,"Paracapnia","medium",6,0
1996,"Paracapnia","medium",7,0
1996,"Paracapnia","medium",8,0
1996,"Paracapnia","medium",9,0
1996,"Paracapnia","medium",10,0
1996,"Paraleptophlebia","control",1,0
1996,"Paraleptophlebia","control",2,0
1996,"Paraleptophlebia","control",3,0
1996,"Paraleptophlebia","control",4,0
1996,"Paraleptophlebia","control",5,0
1996,"Paraleptophlebia","control",6,0
1996,"Paraleptophlebia","control",7,0
1996,"Paraleptophlebia","control",8,0
1996,"Paraleptophlebia","control",9,0
1996,"Paraleptophlebia","control",10,0
1996,"Paraleptophlebia","high",1,0
1996,"Paraleptophlebia","high",2,0
1996,"Paraleptophlebia","high",3,0
1996,"Paraleptophlebia","high",4,0
1996,"Paraleptophlebia","high",5,0
1996,"Paraleptophlebia","high",6,0
1996,"Paraleptophlebia","high",7,0
1996,"Paraleptophlebia","high",8,0
1996,"Paraleptophlebia","high",9,0
1996,"Paraleptophlebia","high",10,0
1996,"Paraleptophlebia","low",1,0
1996,"Paraleptophlebia","low",2,0
1996,"Paraleptophlebia","low",3,0
1996,"Paraleptophlebia","low",4,0
1996,"Paraleptophlebia","low",5,0
1996,"Paraleptophlebia","low",6,0
1996,"Paraleptophlebia","low",7,0
1996,"Paraleptophlebia","low",8,0
1996,"Paraleptophlebia","low",9,0
1996,"Paraleptophlebia","low",10,0
1996,"Paraleptophlebia","medium",1,0
1996,"Paraleptophlebia","medium",2,0
1996,"Paraleptophlebia","medium",3,0
1996,"Paraleptophlebia","medium",4,0
1996,"Paraleptophlebia","medium",5,0
1996,"Paraleptophlebia","medium",6,0
1996,"Paraleptophlebia","medium",7,0
1996,"Paraleptophlebia","medium",8,0
1996,"Paraleptophlebia","medium",9,0
1996,"Paraleptophlebia","medium",10,0
1996,"Parapsyche","control",1,0
1996,"Parapsyche","control",2,0
1996,"Parapsyche","control",3,0
1996,"Parapsyche","control",4,9
1996,"Parapsyche","control",5,13
1996,"Parapsyche","control",6,0
1996,"Parapsyche","control",7,0
1996,"Parapsyche","control",8,6
1996,"Parapsyche","control",9,3
1996,"Parapsyche","control",10,17
1996,"Parapsyche","high",1,0
1996,"Parapsyche","high",2,0
1996,"Parapsyche","high",3,8
1996,"Parapsyche","high",4,1
1996,"Parapsyche","high",5,3
1996,"Parapsyche","high",6,0
1996,"Parapsyche","high",7,2
1996,"Parapsyche","high",8,5
1996,"Parapsyche","high",9,4
1996,"Parapsyche","high",10,2
1996,"Parapsyche","low",1,0
1996,"Parapsyche","low",2,3
1996,"Parapsyche","low",3,1
1996,"Parapsyche","low",4,0
1996,"Parapsyche","low",5,0
1996,"Parapsyche","low",6,1
1996,"Parapsyche","low",7,4
1996,"Parapsyche","low",8,1
1996,"Parapsyche","low",9,2
1996,"Parapsyche","low",10,0
1996,"Parapsyche","medium",1,0
1996,"Parapsyche","medium",2,1
1996,"Parapsyche","medium",3,7
1996,"Parapsyche","medium",4,1
1996,"Parapsyche","medium",5,1
1996,"Parapsyche","medium",6,1
1996,"Parapsyche","medium",7,1
1996,"Parapsyche","medium",8,0
1996,"Parapsyche","medium",9,7
1996,"Parapsyche","medium",10,0
1996,"Pedicia","control",1,0
1996,"Pedicia","control",2,0
1996,"Pedicia","control",3,0
1996,"Pedicia","control",4,1
1996,"Pedicia","control",5,6
1996,"Pedicia","control",6,2
1996,"Pedicia","control",7,0
1996,"Pedicia","control",8,1
1996,"Pedicia","control",9,0
1996,"Pedicia","control",10,0
1996,"Pedicia","high",1,0
1996,"Pedicia","high",2,0
1996,"Pedicia","high",3,1
1996,"Pedicia","high",4,0
1996,"Pedicia","high",5,0
1996,"Pedicia","high",6,1
1996,"Pedicia","high",7,0
1996,"Pedicia","high",8,0
1996,"Pedicia","high",9,2
1996,"Pedicia","high",10,1
1996,"Pedicia","low",1,1
1996,"Pedicia","low",2,0
1996,"Pedicia","low",3,0
1996,"Pedicia","low",4,1
1996,"Pedicia","low",5,0
1996,"Pedicia","low",6,0
1996,"Pedicia","low",7,0
1996,"Pedicia","low",8,1
1996,"Pedicia","low",9,1
1996,"Pedicia","low",10,1
1996,"Pedicia","medium",1,0
1996,"Pedicia","medium",2,0
1996,"Pedicia","medium",3,1
1996,"Pedicia","medium",4,0
1996,"Pedicia","medium",5,0
1996,"Pedicia","medium",6,1
1996,"Pedicia","medium",7,0
1996,"Pedicia","medium",8,0
1996,"Pedicia","medium",9,1
1996,"Pedicia","medium",10,0
1996,"Plecoptera","control",1,3
1996,"Plecoptera","control",2,6
1996,"Plecoptera","control",3,3
1996,"Plecoptera","control",4,7
1996,"Plecoptera","control",5,22
1996,"Plecoptera","control",6,5
1996,"Plecoptera","control",7,4
1996,"Plecoptera","control",8,7
1996,"Plecoptera","control",9,1
1996,"Plecoptera","control",10,21
1996,"Plecoptera","high",1,0
1996,"Plecoptera","high",2,1
1996,"Plecoptera","high",3,5
1996,"Plecoptera","high",4,3
1996,"Plecoptera","high",5,7
1996,"Plecoptera","high",6,0
1996,"Plecoptera","high",7,13
1996,"Plecoptera","high",8,11
1996,"Plecoptera","high",9,11
1996,"Plecoptera","high",10,10
1996,"Plecoptera","low",1,0
1996,"Plecoptera","low",2,0
1996,"Plecoptera","low",3,0
1996,"Plecoptera","low",4,0
1996,"Plecoptera","low",5,0
1996,"Plecoptera","low",6,0
1996,"Plecoptera","low",7,0
1996,"Plecoptera","low",8,0
1996,"Plecoptera","low",9,0
1996,"Plecoptera","low",10,0
1996,"Plecoptera","medium",1,36
1996,"Plecoptera","medium",2,8
1996,"Plecoptera","medium",3,0
1996,"Plecoptera","medium",4,2
1996,"Plecoptera","medium",5,3
1996,"Plecoptera","medium",6,1
1996,"Plecoptera","medium",7,0
1996,"Plecoptera","medium",8,0
1996,"Plecoptera","medium",9,12
1996,"Plecoptera","medium",10,1
1996,"Polycentropus","control",1,1
1996,"Polycentropus","control",2,1
1996,"Polycentropus","control",3,1
1996,"Polycentropus","control",4,0
1996,"Polycentropus","control",5,1
1996,"Polycentropus","control",6,0
1996,"Polycentropus","control",7,0
1996,"Polycentropus","control",8,0
1996,"Polycentropus","control",9,2
1996,"Polycentropus","control",10,0
1996,"Polycentropus","high",1,0
1996,"Polycentropus","high",2,2
1996,"Polycentropus","high",3,0
1996,"Polycentropus","high",4,0
1996,"Polycentropus","high",5,0
1996,"Polycentropus","high",6,0
1996,"Polycentropus","high",7,0
1996,"Polycentropus","high",8,0
1996,"Polycentropus","high",9,0
1996,"Polycentropus","high",10,0
1996,"Polycentropus","low",1,0
1996,"Polycentropus","low",2,0
1996,"Polycentropus","low",3,0
1996,"Polycentropus","low",4,0
1996,"Polycentropus","low",5,0
1996,"Polycentropus","low",6,0
1996,"Polycentropus","low",7,0
1996,"Polycentropus","low",8,0
1996,"Polycentropus","low",9,0
1996,"Polycentropus","low",10,0
1996,"Polycentropus","medium",1,0
1996,"Polycentropus","medium",2,0
1996,"Polycentropus","medium",3,0
1996,"Polycentropus","medium",4,0
1996,"Polycentropus","medium",5,0
1996,"Polycentropus","medium",6,0
1996,"Polycentropus","medium",7,0
1996,"Polycentropus","medium",8,0
1996,"Polycentropus","medium",9,0
1996,"Polycentropus","medium",10,0
1996,"Prosimulium","control",1,2
1996,"Prosimulium","control",2,1
1996,"Prosimulium","control",3,0
1996,"Prosimulium","control",4,3
1996,"Prosimulium","control",5,42
1996,"Prosimulium","control",6,0
1996,"Prosimulium","control",7,0
1996,"Prosimulium","control",8,5
1996,"Prosimulium","control",9,70
1996,"Prosimulium","control",10,8
1996,"Prosimulium","high",1,1
1996,"Prosimulium","high",2,1
1996,"Prosimulium","high",3,17
1996,"Prosimulium","high",4,0
1996,"Prosimulium","high",5,49
1996,"Prosimulium","high",6,1
1996,"Prosimulium","high",7,100
1996,"Prosimulium","high",8,11
1996,"Prosimulium","high",9,0
1996,"Prosimulium","high",10,1
1996,"Prosimulium","low",1,70
1996,"Prosimulium","low",2,53
1996,"Prosimulium","low",3,1
1996,"Prosimulium","low",4,0
1996,"Prosimulium","low",5,0
1996,"Prosimulium","low",6,23
1996,"Prosimulium","low",7,27
1996,"Prosimulium","low",8,1
1996,"Prosimulium","low",9,10
1996,"Prosimulium","low",10,2
1996,"Prosimulium","medium",1,4
1996,"Prosimulium","medium",2,19
1996,"Prosimulium","medium",3,147
1996,"Prosimulium","medium",4,0
1996,"Prosimulium","medium",5,5
1996,"Prosimulium","medium",6,17
1996,"Prosimulium","medium",7,0
1996,"Prosimulium","medium",8,0
1996,"Prosimulium","medium",9,366
1996,"Prosimulium","medium",10,0
1996,"Pseudostenophylax","low",1,0
1996,"Pseudostenophylax","low",2,0
1996,"Pseudostenophylax","low",3,0
1996,"Pseudostenophylax","low",4,0
1996,"Pseudostenophylax","low",5,0
1996,"Pseudostenophylax","low",6,0
1996,"Pseudostenophylax","low",7,0
1996,"Pseudostenophylax","low",8,0
1996,"Pseudostenophylax","low",9,0
1996,"Pseudostenophylax","low",10,0
1996,"Pycnopsyche","control",1,0
1996,"Pycnopsyche","control",2,0
1996,"Pycnopsyche","control",3,0
1996,"Pycnopsyche","control",4,0
